"series","timestamp","value","label"
"pressure","2023-06-01T05:02:50Z",976.35618,""
"pressure","2023-06-01T05:12:50Z",976.33883,""
"pressure","2023-06-01T05:22:50Z",976.38641,""
"pressure","2023-06-01T05:32:50Z",976.42952,""
"pressure","2023-06-01T05:42:50Z",976.40771,""
"pressure","2023-06-01T05:52:50Z",976.33569,""
"pressure","2023-06-01T06:02:50Z",976.3717,""
"pressure","2023-06-01T06:12:50Z",976.39614,""
"pressure","2023-06-01T06:22:50Z",976.35304,""
"pressure","2023-06-01T06:32:50Z",976.26814,""
"pressure","2023-06-01T06:42:50Z",976.24501,""
"pressure","2023-06-01T06:52:50Z",976.27524,""
"pressure","2023-06-01T07:02:50Z",976.33701,""
"pressure","2023-06-01T07:12:50Z",976.42242,""
"pressure","2023-06-01T07:22:50Z",976.42373,""
"pressure","2023-06-01T07:32:50Z",976.43661,""
"pressure","2023-06-01T07:42:50Z",976.43083,""
"pressure","2023-06-01T07:52:50Z",976.43793,""
"pressure","2023-06-01T08:02:50Z",976.47972,""
"pressure","2023-06-01T08:12:50Z",976.42637,""
"pressure","2023-06-01T08:22:50Z",976.40771,""
"pressure","2023-06-01T08:32:50Z",976.45528,""
"pressure","2023-06-01T08:42:50Z",976.40324,""
"pressure","2023-06-01T08:52:50Z",976.43924,""
"pressure","2023-06-01T09:02:50Z",976.54016,""
"pressure","2023-06-01T09:12:50Z",976.62952,""
"pressure","2023-06-01T09:22:50Z",976.68919,""
"pressure","2023-06-01T09:32:50Z",976.89051,""
"pressure","2023-06-01T09:42:50Z",976.89444,""
"pressure","2023-06-01T09:52:50Z",977.02106,""
"pressure","2023-06-01T10:02:50Z",976.99084,""
"pressure","2023-06-01T10:12:50Z",977.19655,""
"pressure","2023-06-01T10:22:50Z",977.35082,""
"pressure","2023-06-01T10:32:50Z",977.47744,""
"pressure","2023-06-01T10:42:50Z",977.60081,""
"pressure","2023-06-01T10:52:50Z",977.53146,""
"pressure","2023-06-01T11:02:50Z",977.65359,""
"pressure","2023-06-01T11:12:50Z",977.6671,""
"pressure","2023-06-01T11:22:50Z",977.70889,""
"pressure","2023-06-01T11:32:50Z",977.94859,""
"pressure","2023-06-01T11:42:50Z",977.7635,""
"pressure","2023-06-01T11:52:50Z",977.83361,""
"pressure","2023-06-01T12:02:50Z",977.81946,""
"pressure","2023-06-01T12:12:50Z",978.24122,""
"pressure","2023-06-01T12:22:50Z",978.19237,""
"pressure","2023-06-01T12:32:50Z",978.2721,""
"pressure","2023-06-01T12:42:50Z",978.11585,""
"pressure","2023-06-01T12:52:50Z",977.95898,""
"pressure","2023-06-01T13:02:50Z",978.05993,""
"pressure","2023-06-01T13:12:50Z",978.32607,""
"pressure","2023-06-01T13:22:50Z",978.23673,""
"pressure","2023-06-01T13:32:50Z",978.1898,""
"pressure","2023-06-01T13:42:50Z",978.32997,""
"pressure","2023-06-01T13:52:50Z",977.94284,""
"pressure","2023-06-01T14:02:50Z",978.25786,""
"pressure","2023-06-01T14:12:50Z",978.06056,""
"pressure","2023-06-01T14:22:50Z",978.21229,""
"pressure","2023-06-01T14:32:50Z",977.8193,""
